last_login_days,usage_score,tickets_last_30d,avg_ticket_sentiment,email_open_rate,feature_drop_count,payment_delay_days,churned
70,0.625658178276873,6,0.2770445564779136,0.5883614532449498,1,27,0
293,0.3561026600274646,5,-0.29119802828773667,0.8449453146445588,3,7,1
319,0.9438487311430246,3,0.8317830946417182,0.4148701108489383,1,17,0
244,0.025139483336471313,4,-0.7639868446115161,0.7646338090557708,2,18,0
107,0.30602426660461013,4,-0.355590348012806,0.8145489038826512,1,24,1
303,0.7457042680487659,6,-0.3220141866684558,0.5061122685489499,1,11,0
86,0.3408304147741812,3,-0.022236004005075305,0.3150301877021844,1,14,0
54,0.34341276345865945,2,0.756713954825756,0.1616347912657653,5,0,1
31,0.5822958444429058,2,-0.857630495621075,0.048961839626465053,2,4,0
25,0.782821602264572,3,0.05813044029208081,0.19206096592724975,1,21,0
240,0.46996278357396915,4,-0.8959746575018723,0.38522071732750907,2,14,0
51,0.1816934075903951,3,-0.6596389583541549,0.026130118229831578,2,11,1
60,0.7999270684078468,5,-0.38999267355397893,0.7417929671205783,3,28,0
363,0.5683489745239813,2,0.5909955987254905,0.9032958088750604,0,11,1
280,0.8037260274308288,7,0.19035627774664543,0.30200414920307006,1,17,1
66,0.08552269447773009,1,0.512153302364196,0.08432435092156843,3,16,0
107,0.6843623035163909,6,0.5365241269393903,0.3769314327573693,4,25,1
88,0.9047622521752111,6,-0.8768896244742936,0.9324957078105989,0,1,0
130,0.8833262382911792,3,0.08090591794464252,0.8014000020171953,1,12,1
20,0.4978789386129343,4,0.8831896939021529,0.9810509046549303,2,8,0
88,0.039857035913590355,6,0.9819284106527431,0.5552978818152994,1,23,1
107,0.6577823449673316,3,0.3779940702626936,0.32331872798824357,2,4,1
158,0.761409696066793,1,-0.5963908189598186,0.47370680388060105,2,6,0
35,0.9362255117352088,0,0.8878010628357047,0.14440248115557097,5,24,0
331,0.759921597233052,2,-0.46665769683612224,0.33359369898986735,1,2,1
160,0.6217377701102854,5,0.11951420970785276,0.02140771716189316,4,11,0
329,0.6972809937313067,3,-0.1579307087898636,0.7244891801540757,2,7,1
219,0.4822004101901991,4,-0.9444283802312419,0.46293969691625425,5,29,1
319,0.3111820821618959,6,0.7551353270534511,0.2153383490869074,1,4,0
15,0.5785159820053927,4,-0.4670030849785787,0.5449298991186744,5,20,0
212,0.1660824981258362,4,-0.8233059193501544,0.691133976983391,2,26,1
309,0.5179866382506186,4,0.9616411527065558,0.736359039382464,1,22,0
98,0.0774727638440641,1,-0.362808064835936,0.4590199529249208,2,6,0
12,0.9686929039745449,2,0.7957592725756752,0.8028595468086044,1,12,0
296,0.2903202375342524,1,0.8854750781080745,0.005361567840075798,3,18,0
277,0.6692204925495331,2,0.9426127710592764,0.9568039248181921,1,23,0
312,0.2084289395701835,3,0.16777518854008222,0.021478149710055572,4,22,1
328,0.7006494397185626,4,0.5786315234274821,0.7121874797153673,0,11,1
322,0.792820811972156,3,0.1623592769362916,0.4180376583472306,2,1,0
3,0.24134065859893294,0,0.6502780965442838,0.6650279096088921,2,8,1
182,0.09825633896452368,3,0.5999322640314808,0.11845002000627225,3,3,1
126,0.9728441564198763,1,0.06446271840315543,0.18795294248004168,3,1,0
292,0.45355469992899855,3,-0.11148791975820505,0.9351267690514,1,25,0
299,0.14416059208306697,3,-0.27548290188252356,0.35820824178327537,3,6,1
51,0.12950729270810246,0,0.6758399955880481,0.20568953413785096,2,5,0
91,0.8804414868539946,7,-0.6684858864531986,0.1060576112565631,1,17,0
24,0.8058190405316921,2,-0.7202386919841863,0.9729305002344091,2,24,0
8,0.5137828635591168,2,-0.8242222141410416,0.987490783675855,1,2,1
208,0.3123696797871831,5,0.8640567131629424,0.18952327273502945,2,10,1
182,0.6443142002222876,3,-0.1689736480997619,0.9166322415912536,1,17,0
263,0.5301264678847691,4,-0.6561145755105773,0.7440777957519608,3,21,0
196,0.2557949974464564,5,-0.726394026001266,0.015205450269456855,4,26,1
321,0.46681941106682856,3,0.44118616620113116,0.27838259838710777,8,19,1
85,0.8448870397911822,5,0.5718942697923282,0.07264705222620371,2,10,0
258,0.9144746099368569,5,-0.3959130856484423,0.7546746422187893,1,0,0
57,0.0843884186699364,2,0.16810371698228344,0.6991336428334389,1,26,0
37,0.1714522669728895,6,-0.6948247235503839,0.7002836288153508,2,27,0
88,0.5214817295643543,4,0.4719016563917362,0.6315772235178265,1,1,0
204,0.845972432100801,3,-0.5355371970626226,0.3213799564948312,7,13,1
150,0.7547659835127691,2,0.016399259897711183,0.7768603365543673,2,9,0
191,0.8815469738047661,1,0.9177772710803929,0.5484585833507998,5,5,0
141,0.8604696625853543,4,0.9102280099491598,0.774925421074776,1,0,0
251,0.21018500308076238,4,0.25609426394426227,0.1802400081896971,1,18,0
106,0.839346992555591,2,0.9730686743055894,0.3538046902094678,3,25,0
116,0.525400583517281,1,-0.5676199092784977,0.07649470282916648,3,26,1
164,0.8880630789066534,3,0.13820913652289457,0.6309474086842359,1,25,0
335,0.7735658056803147,2,0.35970100193581733,0.5561211549794334,2,22,0
50,0.8304489156628283,1,0.5475915176106483,0.9468009110872342,3,28,0
28,0.27448482261134644,6,0.37513332186773907,0.7627476379489122,4,26,0
153,0.22962782321274633,4,-0.5984083653784589,0.3550345936978955,1,5,0
193,0.3878270216571398,2,0.36326252745924537,0.722578211257063,0,28,0
74,0.44190562489666274,4,0.11465471303978414,0.9744130220970751,2,3,0
50,0.6729031611607673,3,-0.38983376980761,0.37159200460064257,3,0,0
183,0.18780582307873916,4,0.8921420946533007,0.01610289902279083,4,9,0
65,0.9742655271096053,1,0.4129668587898332,0.03833614023195797,5,0,0
282,0.1552275134015707,2,-0.3414493564608978,0.5803005096131935,2,10,1
26,0.8471854073777968,5,-0.15881924948380277,0.8757286707289065,2,3,0
91,0.6153094303003133,5,-0.07261650158164601,0.2536324156208636,0,4,0
267,0.13201350218770203,6,0.5129952499773225,0.6294180164059869,1,14,0
84,0.5622603846843022,4,-0.23608152691702555,0.6469081392401406,2,5,0
17,0.33204825493580803,7,0.76622484416385,0.8409880261931032,1,13,0
113,0.5587758516057312,1,-0.485997020009139,0.17298666479218205,3,10,1
246,0.34749927308195727,3,-0.4131334157963704,0.16749042723556085,2,16,0
257,0.6854509475129285,0,-0.9812934018445176,0.3016272118166359,5,10,0
7,0.15659075277480905,1,-0.6761633800478677,0.9097853265574684,2,15,0
127,0.846005938558985,2,0.3218679838403786,0.2914863685545188,4,8,0
5,0.4653111202302874,5,0.956037202433276,0.7582978885674784,2,19,0
188,0.3110224309284766,5,-0.023391896176070848,0.6893805179839043,1,12,0
253,0.9426759306996046,6,0.8016402429963958,0.6173176043521102,1,17,1
274,0.0010414209247082695,3,0.9002909274224198,0.46529214819113984,2,19,0
75,0.0384965937505678,1,0.5108710628325863,0.9649816471989329,3,8,0
305,0.49364142761597507,4,0.4252267375790415,0.9628348290600182,4,13,1
352,0.05764416119946003,2,-0.19748076545290516,0.7521465028710123,1,13,1
253,0.8445573796835637,1,-0.7055353207864548,0.75533663504303,2,12,0
59,0.023596544216504367,3,-0.175825324241222,0.010830294079320013,2,9,0
230,0.32150456797408655,2,-0.6615012239372526,0.2159155733371526,4,5,0
261,0.19258836635713317,0,0.10872644721111735,0.16680837552858374,0,21,1
117,0.5437452558307738,6,0.22824504700965975,0.8198929927415313,4,18,0
229,0.1884134800189321,2,0.12102525667877684,0.7220698647794155,3,22,1
176,0.8009295228744072,2,0.5014597702039667,0.5002499565614285,3,4,0
182,0.07018853519114587,3,0.6749638083642251,0.2291845944246974,4,29,1
282,0.9582808839518575,4,0.9131695237276849,0.8705911596324681,1,14,0
323,0.8311295501924222,3,-0.5165866940725197,0.32505489658898046,2,29,1
78,0.9401012339439521,3,-0.0474880360358938,0.5497861770866725,2,26,0
131,0.6561147804265937,2,-0.9242824043944944,0.03255913098133645,2,18,0
264,0.6842148535998066,2,0.7823147871854983,0.16220821875992197,1,28,1
188,0.1667094411439467,4,-0.3292838095385753,0.09971937153260357,4,5,0
111,0.19525172759534515,4,0.6211556712606352,0.6840537731080242,2,12,0
169,0.11259446633300108,4,-0.3340353111018861,0.021638355007958077,2,4,0
40,0.10531787403676551,3,-0.23188324549583417,0.09601515397727522,2,18,0
41,0.8855971283741402,2,0.6220209671339199,0.7633474475129438,2,14,0
59,0.6895126880217306,1,-0.5809744333732452,0.38628562107279885,4,16,1
63,0.28432110334701977,4,-0.9107324598592015,0.9418450092911159,3,12,1
276,0.7730442064606783,4,0.8170347944345691,0.2837232075084224,0,1,1
215,0.3835508446536098,2,0.4575132518341234,0.26089099347692857,2,17,1
107,0.9048651785649838,3,-0.4023528967931105,0.2488099941390729,0,24,0
144,0.6331201237993331,2,0.4138298110880272,0.777385273504575,3,3,0
158,0.19388058242506956,5,0.7190389181663988,0.17407305064819312,2,8,1
127,0.24343396312139387,1,0.16660780982341095,0.34088085969018533,0,18,1
321,0.4695720125813878,4,-0.8723827637381671,0.7024418946629727,1,5,1
190,0.22795849255307943,1,-0.4165693034846094,0.45763424645909623,0,9,1
324,0.24562766289029137,4,-0.22495286418711657,0.5560407885680749,2,23,0
130,0.019720534121199673,6,0.6823284525239535,0.1401589053452872,0,13,1
43,0.30653962300589666,1,0.6147063032623987,0.514332004404781,3,19,0
14,0.8391625681943364,6,0.9946963668453364,0.026354923040831424,3,1,0
273,0.399093033520612,4,0.31985425038125403,0.8882370774633862,1,15,0
128,0.13954373735060233,3,-0.7909800758531818,0.7229984675232846,3,0,1
348,0.9149728191201685,3,-0.1809369525894975,0.18512108164952323,2,7,0
232,0.2869368828661335,4,-0.20090507690641513,0.9265711800057931,0,19,0
283,0.49790324398954544,4,-0.32683347259596673,0.93268081280602,1,16,0
260,0.44430381538526076,6,0.17916308144646398,0.32697847889922194,4,9,1
100,0.3096695067403269,0,-0.09427860269444777,0.9776163183363197,0,28,1
205,0.49858920302541176,5,-0.15454192989742754,0.7692682603243552,3,14,1
124,0.16958693001299063,2,0.05513497898192443,0.642821434919676,5,8,0
339,0.41893566016803285,6,0.4115826230676498,0.35074478840519796,4,22,1
8,0.0634866078195282,5,0.1646481249511471,0.9722550249436808,3,18,0
194,0.26793814542672434,3,0.658212070247016,0.5462651539583905,6,28,0
186,0.9897923938867653,2,0.4444426923955338,0.004946028810719927,2,0,0
288,0.769512610681393,4,0.6461924988172167,0.9376330944073432,3,8,0
40,0.5598085092005736,0,0.6888776260454736,0.9316963772284905,3,14,0
209,0.8723343443540146,1,-0.13707532262725297,0.7917154862976536,1,20,1
269,0.44647002341484177,1,0.7990022814971276,0.9352079542550183,3,23,0
252,0.3054219636877967,4,-0.14677160508573284,0.5506734276232681,2,18,1
259,0.3268822788160607,5,-0.645405352036794,0.7105223102244914,3,9,1
176,0.08524601034498247,3,-0.8073690448542581,0.8316390595640425,2,14,1
140,0.9492316408123197,5,-0.792383291652641,0.8483842736976724,4,29,0
240,0.8614767470840085,4,-0.4995503756278368,0.7025418608750653,2,17,0
301,0.9703988573413946,2,-0.9436124808764561,0.2665306671140709,3,20,1
179,0.16372680275246532,2,0.11557316734003398,0.7876987163699478,3,15,1
65,0.6916482919600707,2,-0.006393104619613066,0.6459747299621789,3,22,0
30,0.38391216246711446,5,-0.335314178322454,0.894655318523231,5,2,0
74,0.5684291261647771,4,-0.35455478955191255,0.17752640708492595,2,26,0
341,0.9634826367413625,2,0.006222077278517535,0.18007369094713388,2,27,0
346,0.04086742110901276,4,-0.9542589287048848,0.04444417566165404,3,5,1
354,0.9496133021352037,5,0.8217396927038503,0.987538279058449,1,21,0
122,0.8467198296844105,5,0.3957158630045041,0.011276599350600325,0,22,0
241,0.6319936677434698,1,-0.5767891928960396,0.513035491177191,3,14,0
258,0.00349400083853757,2,-0.3130901638414929,0.5965401970506029,0,13,0
187,0.5218676552927728,3,-0.4295696858326279,0.6495275670825075,4,15,0
326,0.1360114909931438,3,-0.9351285814754529,0.7462891481138987,1,6,0
3,0.5600049939191019,2,-0.9918220015661086,0.1707618444061506,1,22,0
276,0.053672411862698555,3,-0.0881417823471915,0.9937412399258335,2,6,0
91,0.7999043430529539,1,0.8461194495449946,0.7278382129177479,1,19,0
298,0.7229239240608062,3,-0.9027522777892623,0.9196718586978231,0,24,0
226,0.5964563715774001,2,0.8840073596948768,0.8086242556866192,0,8,1
310,0.17153667097240022,3,0.8290255087560909,0.36446812299889386,0,9,0
15,0.7700404476997778,7,-0.3540458601973131,0.42752114588945167,1,1,0
290,0.09578472599504961,4,-0.17599655857910967,0.816601374441841,2,25,1
8,0.4890753613482409,3,-0.4951349340579343,0.14917936544791188,3,21,0
56,0.9541084089397999,4,-0.8460522502887553,0.697524276125532,1,13,0
49,0.9465617277136249,3,0.06365424294830624,0.8002985601840141,3,3,0
132,0.9172023413399358,5,0.5225250361092595,0.5885285840380667,3,10,0
124,0.932685617369358,3,0.8357168823411836,0.3644038585530789,0,28,0
89,0.3605618587654118,4,0.6886439825348742,0.38696548122108276,3,20,0
362,0.22524330905414958,1,-0.5576882648030612,0.5370739846025123,1,6,0
75,0.1955948169329712,2,-0.18809677542193093,0.11214028621065408,0,0,1
260,0.759347105657991,3,-0.41630701377473756,0.5103152317731404,3,15,0
9,0.4277938137525178,0,0.2164599894632384,0.16394531896706788,2,10,1
242,0.8405043347044665,5,-0.4898594759864403,0.31147632702753936,3,28,1
92,0.9302145301685916,3,-0.33894261910934165,0.038306127708102045,1,23,1
350,0.446455188226912,3,-0.5666531540014075,0.8500051426372409,2,12,1
100,0.6648720524966387,2,-0.4114923567962816,0.6139392479260257,2,8,0
241,0.04889215089211474,6,-0.3501944116655642,0.010465369562700277,0,13,1
317,0.7932090783010188,2,-0.9974245508866053,0.9162178305704405,2,3,1
218,0.8065145331777926,1,0.33671125876262864,0.15060284620235154,1,1,0
64,0.6487645591381781,2,-0.8914494159169408,0.6917928463401557,1,29,0
212,0.692301858819269,6,0.05528914367932036,0.7260517401290354,2,28,0
181,0.8132167966004509,3,0.5229381698694635,0.03209837665305193,4,16,0
162,0.9338901672281313,3,0.6969667651437172,0.9833458889307978,3,27,0
28,0.10076332501211716,5,-0.8608314895972009,0.29366146742860066,3,4,0
30,0.3977448659780861,4,0.41184339002528425,0.3652725971608941,2,12,0
171,0.3374698818985963,1,0.07484871241052704,0.9115320895445687,1,12,1
363,0.25171531495877,3,0.1579254414107103,0.8727949937015149,3,27,0
288,0.26924924139797823,2,0.18220383059669598,0.5598949949862163,7,25,1
345,0.2532069272420766,2,0.011373803283779349,0.5724655737626816,1,25,0
295,0.9652399203595204,3,0.6122599179765498,0.6610816343405863,7,18,0
258,0.2672126432050336,2,-0.03721785923890164,0.7494987208564177,1,1,0
144,0.4996139829108468,2,0.5340019925538548,0.7652229979348115,3,7,0
34,0.0598463066918935,4,-0.8494707581535397,0.04830371489115992,1,20,1
264,0.10732220334448928,5,0.361294526066676,0.4260760500055203,2,2,0
75,0.011053370150580277,3,0.9851588067198223,0.3718994470888769,5,18,0
337,0.6853640887166373,6,0.1576108806589911,0.525431768444065,1,29,1
35,0.1604397996489656,1,-0.0726858483633952,0.8190556389564886,0,26,0
48,0.610216188805454,4,-0.07637519492144107,0.8672983693170219,3,18,1
115,0.4481732399575219,4,0.9105544272317416,0.641129051919196,2,6,1
24,0.1743089323811745,1,-0.666844185876853,0.32657302118898346,1,8,0
193,0.2574230160150299,2,-0.05406556435633014,0.07774289424051162,2,15,0
183,0.12110452159052432,5,-0.4807714546967845,0.9950356969602372,1,14,0
193,0.6093143268956098,4,-0.15843939340579438,0.45729288495091514,2,19,0
254,0.01651803844888311,3,0.7893553763331338,0.8941044371263884,3,21,0
227,0.785067993311633,2,0.6745690992819393,0.30061919612302945,3,29,0
242,0.672159913497293,3,-0.775389939852734,0.7044887123130608,2,7,0
27,0.1426243908479119,2,0.5602823398143377,0.685966902805866,2,27,0
210,0.8209827738376858,2,0.9183352831334308,0.5856864399104371,3,15,0
99,0.5032809713475747,3,0.10353902925589886,0.9781628849152344,0,22,0
113,0.8251081421689141,2,-0.8961314505504829,0.25826880207446523,2,23,1
75,0.4201456417806323,3,-0.7169270639835528,0.09170705689402969,2,15,1
262,0.7976903009164819,0,0.786886668717774,0.5666478026234993,6,27,0
273,0.42968189056322004,2,0.27473988898695345,0.5197744980667139,1,13,0
349,0.42927486530059666,1,-0.8312417340452589,0.7408179896469719,1,14,1
150,0.9736131150252044,1,-0.8862398795397302,0.510820709086316,1,21,1
163,0.08338279465051823,5,-0.4152336998941195,0.33607066373301775,3,5,0
12,0.6970050316245872,2,0.362557988557501,0.5967441311361915,3,16,0
227,0.7015503392322066,0,0.7587273716969034,0.5725861494956588,1,28,0
107,0.684847927694542,6,-0.8573782295533321,0.2722665495001292,1,13,0
69,0.33178775847465247,2,-0.3629197133043105,0.13303248433634474,3,23,1
163,0.028785315292553237,2,-0.029380922454586234,0.6630415727570921,3,14,0
327,0.39514269715909456,1,0.5147520170899322,0.39012306476983394,2,8,0
330,0.7162088363815758,3,0.39733730762342456,0.11795036824845129,2,10,0
65,0.9706228290875324,3,0.4738341107171786,0.35406561354081534,0,17,0
53,0.7418446566079079,9,-0.49659477413157327,0.21868293082100676,2,14,0
149,0.4369369978042611,3,-0.35754658771991155,0.283223175551085,3,8,1
126,0.6861941873572168,5,0.5626760836356324,0.554933107740758,1,1,1
116,0.5826010514838129,2,-0.16289862106080077,0.5320635156216849,1,26,1
229,0.3987887770205685,3,0.16635626085058908,0.8296773102290474,5,19,0
173,0.7788420715529273,1,-0.3164184012900846,0.006764256851216288,1,26,0
142,0.92895395754849,4,-0.878932316638612,0.8657651155459851,1,16,1
166,0.09060008628099636,2,0.3917731092629835,0.5804145386227765,1,25,0
336,0.8323571630835642,3,0.632775302987495,0.6972436930467002,2,3,1
216,0.6208453986264909,3,-0.5588181887802428,0.24080345654125912,4,20,0
165,0.6490465368422594,1,0.6077532386483351,0.2771161163466356,2,11,0
201,0.7339740443815078,4,-0.9378797151532536,0.7079220886272661,2,26,1
15,0.25566492580527944,4,-0.5350358738317313,0.08311577082704891,1,22,1
70,0.40292767961735043,4,0.2193679363990957,0.6606947707679907,4,6,0
268,0.15375242844211467,4,0.932621200852011,0.40571074601068224,2,15,1
101,0.3881262261791476,3,0.5502308260477751,0.9996147852306186,1,7,1
363,0.2756564472950366,3,0.5920414117264821,0.627497290078163,3,26,1
286,0.39649249607015935,3,0.7286009038772951,0.42767789332214434,0,26,1
129,0.9644919454467642,3,0.8017227606377029,0.36644184655893586,3,10,0
270,0.95866582483419,1,0.37753632010012894,0.6128651027108103,1,18,0
28,0.5436425127335562,6,-0.11472254691465578,0.3663304795353709,4,29,0
82,0.20088830913479794,3,-0.13001997482409244,0.17362054655285863,5,11,0
198,0.32207738563656063,1,0.0992590189443554,0.7321854840749051,1,0,1
157,0.2386474995493314,3,0.2843127451546441,0.9778198841671969,3,20,0
193,0.6133642041207592,4,-0.09128290392175042,0.9609064625556959,1,21,0
108,0.9807562881715034,2,-0.9135568535959373,0.31866691921924784,4,7,0
89,0.9412201170367346,4,-0.46619889352437616,0.4951933669711859,0,21,0
316,0.2880413576940061,3,0.19938862481670716,0.662208923343825,1,14,1
184,0.6985637165227769,1,-0.8263859806797433,0.4131575328804493,1,8,0
294,0.6707146281822813,0,-0.10876402637847549,0.2254462517015745,2,2,1
119,0.41081857966589264,2,-0.21247955796415718,0.3793536624876599,2,24,0
81,0.06449028796516554,3,0.6004271851451943,0.9239194023239785,2,22,0
176,0.7733639691877374,2,-0.7792313155759631,0.37920500736407947,1,14,0
137,0.010815189869247344,3,-0.09274680616811803,0.05998440557431528,3,5,0
137,0.24857724342155185,2,0.07728945814512,0.34902811121611343,4,5,1
333,0.17081248582795827,5,0.2021623491221829,0.05147527304120958,1,17,1
56,0.5036123723548045,4,-0.6551029710987519,0.2913840509620461,2,13,1
204,0.12901222205015217,1,-0.38560442672930106,0.09103625469960308,4,15,0
243,0.7666109940097313,1,0.5719994485512385,0.6121354501377964,1,15,0
74,0.47335948875934886,4,0.22142992252426286,0.7406396270763475,0,23,0
182,0.4083437439963816,1,-0.8889000808502707,0.07374491487318635,2,4,1
260,0.48964052420748616,1,-0.8331840694139971,0.6549077959169224,3,4,0
153,0.8970160743776432,5,-0.7020572939345631,0.9253827050953498,4,5,0
121,0.4078379706758466,2,-0.505123134465475,0.8864105061053036,4,15,0
142,0.8290354403010036,3,0.15660333235294033,0.9087442619999101,0,23,0
236,0.9606904010755019,6,0.840894067996371,0.566487104896813,1,3,0
320,0.05032857245648281,3,-0.6516566415719154,0.7413463246690506,5,1,1
253,0.04752049460279506,5,-0.841470697894501,0.3021030536431585,1,17,1
5,0.9569929766056173,3,-0.5723810174403714,0.16786905056973533,1,18,0
132,0.834513836375564,1,0.32197784255534834,0.4796671755267379,2,27,0
204,0.21296610156670093,4,-0.44203347841576557,0.644826082219888,2,7,0
5,0.18149558659228882,5,-0.5483400739040329,0.4924625448315175,3,18,1
48,0.28148372624620277,2,0.18796043599132806,0.6165434269608533,4,7,0
291,0.971093897484585,4,0.4140365983358081,0.8107448441872236,2,27,0
76,0.9532958935589134,0,-0.3659356480786622,0.591828632768754,1,1,1
111,0.24206878840734125,2,-0.23847314686716548,0.7657366162935193,5,20,0
363,0.4300734643508939,4,0.7278614838412962,0.7020939122806319,0,15,1
239,0.20646869170761173,1,-0.4897753635004227,0.8376641765773888,0,6,1
142,0.12054495060879078,3,-0.1779114411938505,0.9338234145278959,1,19,1
361,0.3266616720637394,7,0.1336889256470375,0.5352029149362317,4,2,1
165,0.3031819975776687,3,-0.8338194549397193,0.9097539080381907,1,28,0
295,0.3443606903782097,2,-0.9704542918288761,0.8702496507097706,5,24,0
166,0.9735531436005957,6,-0.6297765443447967,0.6307575820493989,1,13,1
106,0.7709424020709001,1,-0.6323375953940509,0.14016596777866897,5,0,0
12,0.39349910939136956,4,0.10481561804483919,0.28980235241492125,1,10,0
70,0.6997574112525408,3,-0.4802070616285834,0.9738494125430285,0,11,0
117,0.36548659976895137,3,0.954591511818152,0.9269544062409808,3,3,1
328,0.41640894368901127,4,-0.8422584662536929,0.928092868584992,5,9,1
179,0.36015824438997335,2,0.21811077289520697,0.0798818862935341,3,3,0
4,0.648513233762025,8,-0.999727707518985,0.23343599817782612,1,9,1
269,0.8099123557893926,6,0.5763875714897202,0.8631970633729358,1,17,0
291,0.7394649200245769,4,-0.11651937426951076,0.6567430619061164,3,24,0
220,0.9025312547694684,3,0.6264207589567752,0.060710428088168955,1,0,0
98,0.11278410358243973,1,0.43568703132389763,0.5024019372401957,2,10,1
69,0.3253336733377341,1,0.5570532131511727,0.8547035848471185,3,18,0
73,0.9846110386806112,2,0.5892339220314962,0.8070273178158482,3,27,0
86,0.10938665497310174,0,0.7521130084351206,0.019007856648244004,0,8,1
225,0.6864528844086872,7,0.48831118226975145,0.909328180858126,1,1,1
236,0.3050481885865687,2,-0.08913288820688514,0.6416631839371392,2,17,1
147,0.9727331942194885,2,0.7571066222315312,0.31200710670483367,2,10,0
95,0.9215606751849904,5,0.8046587473142017,0.04469920915220271,1,27,0
34,0.48869268458129167,1,0.2202634371991763,0.7531974728864127,3,3,0
100,0.3696318570864341,0,0.6526781817739078,0.2154045772470652,2,10,0
22,0.10379889612133042,5,-0.40898934199426695,0.3826049263863285,0,11,0
258,0.13689552720136944,1,-0.02214523253191203,0.9216720639599507,3,15,0
236,0.3393445308739296,6,0.9818746536674359,0.06178781965189406,1,7,1
86,0.11128332668159457,4,0.49655068572535743,0.7276526893917876,0,23,1
93,0.20578006146674221,4,-0.4222746467624292,0.2991228285076847,4,5,0
75,0.18420659719177013,4,-0.40979646008581994,0.812179656588954,2,21,1
94,0.30574390032382615,3,0.8953007135059186,0.0830477434824819,1,7,0
337,0.14522398182525065,5,-0.9984418770458456,0.2912047317907982,4,29,1
156,0.7412789291880852,3,0.9568540397749443,0.5015572076617308,0,19,0
245,0.08400393045937837,1,-0.49415045016202663,0.7751359520597899,4,10,0
89,0.7619957381256283,5,-0.5434415786857381,0.3789509761304295,3,19,1
298,0.6727147468995456,4,-0.09947670355609683,0.33478996185462784,2,26,1
267,0.4847869739340418,2,0.1701525500228942,0.326786952835983,2,21,0
158,0.8484939793304205,2,-0.7378919468698113,0.002772745802686938,3,20,0
